Athlete Name,Image URL
So Yul Kim,/themes/custom/ufc/assets/img/silhouette-headshot-female.png
Sangwook Kim,https://ufc.com/images/styles/teaser/s3/2023-06/KIM_SANGUK.png?h=a30e7339&itok=gKjdFDmD
KyeongPyo Kim,https://ufc.com/images/styles/teaser/s3/2022-06/2dd8b29d-397d-4347-b83e-c9f44b3d4395%252FKIM_KYEONG_PYO_RTU.png?h=a30e7339&itok=qCsGjvgc
HanSeul Kim,https://ufc.com/images/styles/teaser/s3/2023-06/KIM_HANSEUL.png?h=a30e7339&itok=-O5XR6BR
MinWoo Kim,https://ufc.com/images/styles/teaser/s3/2022-06/422a5a9b-99ba-4332-b062-9703b4065527%252FKIM_MINWOO_RTU.png?h=a30e7339&itok=BOtmZpuO
Sang Won Kim,https://ufc.com/images/styles/teaser/s3/2023-06/KIM_SANGWON.png?h=a30e7339&itok=l189gW5F
Dong Hyun Kim,https://ufc.com/images/styles/teaser/s3/image/ufc-fighter-container/67847/profile-galery/profile-picture/DongHyunKim_Headshot.png?VersionId=gyBIQvx12.Nye0.DL8r7oZHzke6jI.wt&itok=LfI3oVW8
Jeremy Kimball,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Jeremy_Kimball/KIMBALL_JEREMY.png?itok=SdqkYjjC
Rob Kimmons,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Rob_Kimmons/Rob_Kimmons_500x325.png?VersionId=ZkQw6MJyy5.DRzXpANgg6_F1iPHW4hxJ&itok=72pYd4dS
Dustin Kimura,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Dustin_Kimura/DustinKimura_Headshot.png?VersionId=whJNE2OTsyUOcVuVAYzN6Z.7oIedEbvI&itok=yhePulgm
Mike King,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Mike_King/MikeKing_Headshot.png?VersionId=6U38RDRmiWc6aK7Sb_8geISVw8oHklPN&itok=UOyKcpJJ
Kyle Kingsbury,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Kyle_Kinsbury/KyleKinsbury_Headshot.png?VersionId=v6JiFi5P2HIFPbZnjFxSfAUhJL2LrNNF&itok=GAx1PEAk
Yusaku Kinoshita,https://ufc.com/images/styles/teaser/s3/2022-08/KINOSHITA_YUSAKU.png?h=a30e7339&itok=ERBe0Jqe
Kamuela Kirk,https://ufc.com/images/styles/teaser/s3/2023-07/KIRK_KAMUELA_07-08.png?h=a30e7339&itok=JyRNogNA
Justine Kish,https://ufc.com/images/styles/teaser/s3/2021-04/68430%252Fprofile-galery%252Fprofile-picture%252FKISH_JUSTINE_04-17.png?h=a30e7339&itok=LwM7YNse
Koji Kitao,No Image
Top Noi Kiwram,https://ufc.com/images/styles/teaser/s3/2023-06/KIWRAM_TOP.png?h=a30e7339&itok=QzPavS9r
Nick Klein,https://ufc.com/images/styles/teaser/s3/2025-02/KLEIN_NICK_02-22.png?h=a30e7339&itok=RHeVdxbo
Ludovit Klein,https://ufc.com/images/styles/teaser/s3/2024-09/KLEIN_LUDOVIT_09-28.png?h=a30e7339&itok=shQ4aOEI
Fatima Kline,https://ufc.com/images/styles/teaser/s3/2025-01/10/KLINE_FATIMA_01-11.png?h=a30e7339&itok=UTGJOf9M
Felix Klinkhammer,/themes/custom/ufc/assets/img/no-profile-image.png
Drakkar Klose,https://ufc.com/images/styles/teaser/s3/2024-12/KLOSE_DRAKKAR_12-14.png?h=a30e7339&itok=Y5XJiHIA
Jason Knight,https://ufc.com/images/styles/teaser/s3/2023-06/KNIGHT_JASON_TUF31.png?h=a30e7339&itok=uJ3qBBFz
William Knight,https://ufc.com/images/styles/teaser/s3/2023-02/KNIGHT_WILLIAM_02-18.png?h=a30e7339&itok=vSe5joS2
Josefine Knutsson,https://ufc.com/images/styles/teaser/s3/2024-12/KNUTSSON_JOSEFINE_12-14.png?h=a30e7339&itok=QDREhBdQ
Seokhyeon Ko,https://ufc.com/images/styles/teaser/s3/2024-09/HYUN_KO_SEOK.png?h=a30e7339&itok=IsrKVdHZ
Erik Koch,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Erik_Koch/KOCH_ERIK.png?VersionId=cPUEnOrFE8lXgS11cW_8C5vC39TIAblV&itok=UesUAANp
Brad Kohler,/themes/custom/ufc/assets/img/no-profile-image.png
Kaloyan Kolev,https://ufc.com/images/styles/teaser/s3/2021-10/71809%252Fprofile-galery%252Fprofile-picture%252FKOLEV_KALOYAN.png?h=a30e7339&itok=nnUYFXFL
John Kolosci,No Image
Syuri Kondo,https://ufc.com/images/styles/teaser/s3/image/ufc-fighter-container/69315/profile-galery/profile-picture/KONDO_SYURI.png?itok=vfOtC2vN
Yuki Kondo,/themes/custom/ufc/assets/img/no-profile-image.png
Cheick Kongo,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Cheick_Kongo/CheickKongo_Headshot2012.png?VersionId=OHzltjRCrRUQXLwkjRzB7ozA3QjM51q7&itok=092p5C4-
Jon Koppenhaver,No Image
Roman Kopylov,https://ufc.com/images/styles/teaser/s3/2025-01/11/KOPYLOV_ROMAN_01-11.png?h=a30e7339&itok=lKNBm_cD
Bruno Korea,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Bruno_Korea/KOREA_BRUNO.png?VersionId=fVe_bSarOyI8Bmqtq85_l8_M1iAr9Y19&itok=AH56z2pC
Tsuyoshi Kosaka,No Image
Josh Koscheck,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Josh_Koscheck/JoshKoscheck_Headshot.png?VersionId=2qoGiDhPZk_f7SVsjZ8riDYg2I8ZcIlo&itok=p_GSkEat
Steven Koslow,https://ufc.com/images/styles/teaser/s3/2022-12/KOSLOW_STEVEN_12-10.png?h=a30e7339&itok=JOSlHJpC
Naoyuki Kotani,https://ufc.com/images/styles/teaser/s3/2022-03/babb1814-1922-4ced-a723-c169130ca96a%252FNaoyukiKotani_Headshot.png?h=a6dfc888&itok=86l6vO9M
Karolina Kowalkiewicz,https://ufc.com/images/styles/teaser/s3/2024-11/KOWALKIEWICZ_KAROLINA_11-09.png?h=a30e7339&itok=QWrqIlIz
Derrick Krantz,https://ufc.com/images/styles/teaser/s3/image/ufc-fighter-container/71536/profile-galery/profile-picture/KRANTZ_DERRICK.png?itok=KgAeli0p
James Krause,https://ufc.com/images/styles/teaser/s3/2020-10/68163%252Fprofile-galery%252Fprofile-picture%252FKRAUSE_JAMES_11-16.png?h=a30e7339&itok=x5bfKgxA
Pascal Krauss,https://ufc.com/images/styles/teaser/s3/image/ufc-fighter-container/68973/profile-galery/profile-picture/PascalKrauss_Headshot.png?VersionId=mXjDG4j4GB2FWidaB8MCMqCGX1XWs3m2&itok=GcW8Eyp3
Kaynan Kruschewsky,https://ufc.com/images/styles/teaser/s3/2024-07/KRUSCHEWSKY_KAYNAN_07-20.png?h=a30e7339&itok=h4vdqlUd
Jorgen Kruth,No Image
Nikita Krylov,https://ufc.com/images/styles/teaser/s3/2025-04/KRYLOV_NIKITA_04-12.png?h=a30e7339&itok=DQCigPGm
Mariusz Ksiazkiewicz,https://ufc.com/images/styles/teaser/s3/2020-11/69587%252Fprofile-galery%252Fprofile-picture%252FKSIAZKIEWICZ_MARIUSZ.png?h=a30e7339&itok=Ewoz-imC
Michael Kuiper,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Michael_Kuiper/MichaelKuiper_Headshot.png?VersionId=F1DJd3me7w7h_gJNVhhybxfnk_TLzqLU&itok=EXqL86zK
Anton Kuivanen,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Anton_Kuivanen/Anton_Kuivanen_headshot.png?VersionId=bD1CZHKaf4HQFVwpZADK3WRnGYewHWzK&itok=u6eFW12N
Sumit Kumar,https://ufc.com/images/styles/teaser/s3/2023-06/KUMAR_SUMIT.png?h=a30e7339&itok=QkY4NE5Y
Aleksei Kunchenko,https://ufc.com/images/styles/teaser/s3/2020-03/KUNCHENKO_ALEXSEI.png?VersionId=9L1Nmx6ebXF7GrVlixUvsVcWZqPBt07J&itok=EcBKB4Ay
Rizvan Kuniev,https://ufc.com/images/styles/teaser/s3/2025-03/KUNIEV_RIZVAN_03-08.png?h=a30e7339&itok=JqCLbw3h
Keigo Kunihara,No Image
Kiichi Kunimoto,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Kiichi_Kunimoto/KiichiKunimoto_Headshot.png?VersionId=YIZjUWXWJ9yxBHjfXRT5M_cJzXwV1saU&itok=16KW_k7m
Leo Kuntz,https://ufc.com/images/styles/teaser/s3/image/fighter_images/ComingSoon/comingsoon_headshot_odopod.png?VersionId=6Lx8ImOpYf0wBYQKs_FGYIkuSIfTN0f0&itok=lpP4ueQl
Korey Kuppe,https://ufc.com/images/styles/teaser/s3/2022-03/543b62e9-eaf0-4fe7-a09a-60f6bed719d9%252FKUPPE_KOREY.png?h=a30e7339&itok=nXrFjR1o
Ramazan Kuramagomedov,https://ufc.com/images/styles/teaser/s3/2021-02/71524%252Fprofile-galery%252Fprofile-picture%252FKURAMAGOMEDOV_RAMAZAN_02-27.png?h=a30e7339&itok=QSY-Bj9P
Guram Kutateladze,https://ufc.com/images/styles/teaser/s3/2025-03/KUTATELADZE_GURAM_03-22.png?h=a30e7339&itok=cC34VRW4
Kwan Ho Kwak,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Kwan_Ho_Kwak/KWAK_KWAN_HO_singapore.png?VersionId=b.IOT4x3TNEJ2aZdu4pynAKsa48R0t_l&itok=F6VDi3Qe
Mike Kyle,https://ufc.com/images/styles/teaser/s3/image/fighter_images/STRIKEFORCE/MikeKyle_F.png?VersionId=fe2ZukxBBEcvOYj.09xXHw2pA_ubgOlO&itok=rMC5qltL
Daniel Lacerda,https://ufc.com/images/styles/teaser/s3/2024-02/LACERDA_DANIEL_02-24.png?h=a30e7339&itok=LHpO5s8e
Luan Lacerda,https://ufc.com/images/styles/teaser/s3/2023-01/LACERDA_LUAN.png?h=a30e7339&itok=s7Rdwj4m
Aspen Ladd,https://ufc.com/images/styles/teaser/s3/2021-07/67418%252Fprofile-galery%252Fprofile-picture%252FLADD_ASPEN_07-24.png?h=a30e7339&itok=7NovKTSU
Ryan LaFlare,https://ufc.com/images/styles/teaser/s3/image/ufc-fighter-container/69171/profile-galery/profile-picture/RyanLaFlare_Headshot.png?itok=zOVJYakF
Corinne Laframboise,/themes/custom/ufc/assets/img/silhouette-headshot-female.png
Noad Lahat,https://ufc.com/images/styles/teaser/s3/2022-03/f156f78f-af76-4222-8d72-5d779afd7b7b%252FNoadLahat_Headshot.png?h=a6dfc888&itok=391dTqAs
Tina Lahdemaki,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Tina_Lahdemaki/TinaLahdemaki_Headshot.png?VersionId=L3KtQcr_wupBdMLuWx_kYOzWfU_rhP3H&itok=djzci2kD
Yohan Lainesse,https://ufc.com/images/styles/teaser/s3/2024-01/LAINESSE_YOHAN_01-20.png?h=a30e7339&itok=bXk5nUpm
Tim Lajcik,No Image
Sean Lally,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Sean_Lally/LALLY_SEAN.png?VersionId=fQ.pbUNDzYMWdf7p75nEW199jiW7wDAz&itok=u2QQUVCm
Ricardo Lamas,https://ufc.com/images/styles/teaser/s3/2020-09/LAMAS_RICARDO_08-29.png?VersionId=_pG7Yw3BR6NiSqGXdi5H2qvC9bA299hU&h=a30e7339&itok=8d3rn1KW
Jason Lambert,No Image
Nate Landwehr,https://ufc.com/images/styles/teaser/s3/2024-12/LANDWEHR_NATE_12-07.png?h=a30e7339&itok=yRynYSy7
Austen Lane,https://ufc.com/images/styles/teaser/s3/2025-02/LANE_AUSTEN_03-01.png?h=a30e7339&itok=DshqYsA1
Lina Lansberg,https://ufc.com/images/styles/teaser/s3/2023-02/LANSBERG_LINA_02-18.png?h=a30e7339&itok=4ayMwYG9
Taylor Lapilus,https://ufc.com/images/styles/teaser/s3/2024-09/LAPILUS_TAYLOR_09-28.png?h=a30e7339&itok=WyDKYGsf
Chad Laprise,https://ufc.com/images/styles/teaser/s3/2022-03/1c8da582-75f9-4472-9596-08d1ed7df979%252FLAPRISE_CHAD.png?h=a30e7339&itok=liggaqa8
Anthony Lapsley,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Anthony_Lapsley/AnthonyLapsley_Headshot.png?VersionId=is8AtdWj73Q4pUZyFojmjIsvP_YbnLg8&itok=w8keuyrY
TJ Laramie,https://ufc.com/images/styles/teaser/s3/2022-04/b58fcefa-e23b-42e1-9006-82702387f4c2%252FLARAMIE_TJ_04-16.png?h=a30e7339&itok=F5af7YCF
Icho Larenas,No Image
Lorenz Larkin,https://ufc.com/images/styles/teaser/s3/2022-03/f284296c-32b3-4dcd-a947-56c7efe35675%252FLorenzLarkin_Headshot.png?h=a6dfc888&itok=JBy8345e
Jeremy Larsen,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Jeremy_Larsen/JeremyLarsen_Headshot.png?itok=g_DTuyR4
Brock Larson,/themes/custom/ufc/assets/img/no-profile-image.png
Ilir Latifi,https://ufc.com/images/styles/teaser/s3/2023-05/LATIFI_ILIR_05-20.png?h=a30e7339&itok=RizyPRuY
Sione Latu,/themes/custom/ufc/assets/img/no-profile-image.png
Jenel Lausa,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Jenel_Lausa/LAUSA_JENEL.png?VersionId=PnTY4D0VDmUP4DVY3yyXXwmELr8qvwnv&itok=Xn_WRVPE
Dan Lauzon,No Image
Joe Lauzon,https://ufc.com/images/styles/teaser/s3/2022-05/a68d21b2-006a-4743-bc5f-76fb2c938e29%252FLAUZON_JOE_05-07.png?h=a30e7339&itok=AzwBxhXd
Sandra Lavado,https://ufc.com/images/styles/teaser/s3/2022-08/LAVADO_SANDRA.png?h=a30e7339&itok=FI12p-Sb
Robbie Lawler,https://ufc.com/images/styles/teaser/s3/2023-07/LAWLER_ROBBIE_07-08.png?h=a30e7339&itok=WgaMraIB
Tom Lawlor,https://ufc.com/images/styles/teaser/s3/2022-03/4d39f744-a017-4bc4-af9d-a011a7e2dde7%252FTomLawlor_Headshot.png?h=a6dfc888&itok=KUObSJ7K
Justin Lawrence,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Justin_Lawrence/JustinLawrence_Headshot.png?VersionId=O9saNjFiJmvvO3fDJt.YfWKuh0DeD.Bb&itok=Waqrn-FH
Lance Lawrence,https://ufc.com/images/styles/teaser/s3/2022-03/d9b7c547-a06c-46ea-8cfc-6f36c6fe0720%252FLAWRENCE_LANCE.png?h=a30e7339&itok=dg412Ft2
Ronnie Lawrence,https://ufc.com/images/styles/teaser/s3/2023-06/LAWRENCE_RONNIE_06-17.png?h=a30e7339&itok=uBibjSmI
Jimmy Lawson,https://ufc.com/images/styles/teaser/s3/2022-09/LAWSON_JIMMY.png?h=a30e7339&itok=QeUEEo2A
Valmir Lazaro,https://ufc.com/images/styles/teaser/s3/2022-03/b08c462f-7e79-4e59-961e-4fa3f5e1b1c2%252FValmirLazaro_Headshot.png?h=a6dfc888&itok=Lws4B308
Zviad Lazishvili,https://ufc.com/images/styles/teaser/s3/2021-10/71859%252Fprofile-galery%252Fprofile-picture%252FLAZISHVILI_ZVIAD_10-23.png?h=a30e7339&itok=G8D4KmmG
Mounir Lazzez,https://ufc.com/images/styles/teaser/s3/2023-01/LAZZEZ_MOUNIR.png?h=a30e7339&itok=XsP3WFHQ
Cung Le,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Cung_Le/CungLe_Headshot.png?VersionId=Ud0DsEruU75kqU3KOAU8UHQenxGUfb6p&itok=JzsqlRWk
Thanh Le,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Thanh_Le/LE_THANH.png?VersionId=dKUxyTGEuNPnJxlVtw3bl67Rq72TODTu&itok=nckUPMQN
Quang Le,https://ufc.com/images/styles/teaser/s3/2024-11/LE_QUANG_11-23.png?h=a30e7339&itok=h0_cSgxS
Carlos Leal,https://ufc.com/images/styles/teaser/s3/2025-03/LEAL_CARLOS_03-08.png?h=a30e7339&itok=aSQ8imFT
Jordan Leavitt,https://ufc.com/images/styles/teaser/s3/2023-11/LEAVITT_JORDAN_11-18.png?h=a30e7339&itok=H-INq_FA
Chris Leben,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Chris_Leben/ChrisLeben_Headshot.png?VersionId=dSEv7obCoCMDwmIEF9f2PKFS23GdrOQC&itok=peR6aMmt
Mickael Lebout,https://ufc.com/images/styles/teaser/s3/2022-03/fc9b835b-7e06-4805-8343-103a56d1e45a%252FMickaelLebout_Headshot.png?h=a6dfc888&itok=95JX5h2q
Justin Ledet,https://ufc.com/images/styles/teaser/s3/2020-10/68426%252Fprofile-galery%252Fprofile-picture%252FLEDET_JUSTIN_10-31.png?h=a30e7339&itok=qYJDyMoZ
Rocky Lee,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Rocky_Lee/RockyLee_Headshot.png?VersionId=UaQvb5sVfN8HnK01n9JHeBmTjD.iWNBx&itok=dWED5-5h
Vaughan Lee,https://ufc.com/images/styles/teaser/s3/2022-03/9513171d-bf6b-474e-a3f3-49721debab97%252FVaughanLee_Headshot.png?h=a6dfc888&itok=pyEN0UWL
David Lee,No Image
Andrea Lee,https://ufc.com/images/styles/teaser/s3/2025-02/LEE_ANDREA_03-01.png?h=a30e7339&itok=mUJAf-Db
Kevin Lee,https://ufc.com/images/styles/teaser/s3/2023-06/LEE_KEVIN_07-01.png?h=a30e7339&itok=6fYlnie8
James Lee,No Image
Jackie Lee,/themes/custom/ufc/assets/img/no-profile-image.png
JeongYeong Lee,https://ufc.com/images/styles/teaser/s3/2024-07/LEE_JEONGYEONG_07-20.png?h=a30e7339&itok=vumh7Ben
Jung Hyun Lee,https://ufc.com/images/styles/teaser/s3/2023-06/LEE_JUNGHYUN.png?h=a30e7339&itok=NJ3K-jhg
ChangHo Lee,https://ufc.com/images/styles/teaser/s3/2025-04/LEE_CHANGHO_04-05.png?h=a30e7339&itok=pscmiAVj
Cheyden Leialoha,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Cheyden_Leialoha/LEIALOHA_CHEYDEN.png?VersionId=S8ShIYTtS3UUTaCEopXykyr4FxWhtapr&itok=8ojBtZs-
Christophe Leininger,No Image
Claudia Leite,https://ufc.com/images/styles/teaser/s3/2022-08/LEITE_CLAUDIA.png?h=a30e7339&itok=Tc-pROL5
Thales Leites,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Thales_Lietes/LEITES_THALES.png?itok=8LlGCALR
Giacomo Lemos,https://ufc.com/images/styles/teaser/s3/image/ufc-fighter-container/71552/profile-galery/profile-picture/LEMOS_GIACOMO.png?itok=m4gQKvTF
Amanda Lemos,https://ufc.com/images/styles/teaser/s3/2025-03/LEMOS_AMANDA_03-08.png?h=a30e7339&itok=RKwWvgyK
Jesse Lennox,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Jesse_Lennox/Jesse_Lennox_500x325.png?VersionId=Dk3EX.N2d6SF006shpw0HYAkfhubiBM8&itok=N6CbTgOt
Nik Lentz,https://ufc.com/images/styles/teaser/s3/2022-03/fccd7f7b-8f04-417f-a73c-63e1567c7fc8%252FLENTZ_NIK_01-25.png?h=a30e7339&itok=vi0tiJGf
Alberto Cerro Leon,No Image
Victoria Leonardo,https://ufc.com/images/styles/teaser/s3/2024-08/LEONARDO_VICTORIA_08-24.png?h=a30e7339&itok=b1TjVR9l
Anthony Leone,No Image
Kimo Leopoldo,No Image
Brock Lesnar,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Brock_Lesnar/LESNAR_BROCK.png?VersionId=LO3Nx7q4LL6R_GlJsTghjkT.ReCAOyDj&itok=ctxVBauE
Frank Lester,No Image
Valerie Letourneau,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Valerie_Letourneau/LETOURNEAU_VALERIE.png?VersionId=Buszn9pgskc7SWlMu9Om4SCdVNX9Vhlr&itok=5cmn9_QN
Leah Letson,https://ufc.com/images/styles/teaser/s3/2021-11/68556%252Fprofile-galery%252Fprofile-picture%252FLETSON_LEAH_11-13.png?h=a30e7339&itok=6vLnOaGa
Justin Levens,No Image
Marcus LeVesseur,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Marcus_LeVesseur/MarcusLeVesseur_Headshot.png?VersionId=p5mtxoZsjRohcnRauKpteKXX_ZCxAbD6&itok=43t6iu74
David Levicki,No Image
Natan Levy,https://ufc.com/images/styles/teaser/s3/2021-11/LEVY_NATAN_11-20.png?h=a30e7339&itok=NJiMHoJH
Bevon Lewis,https://ufc.com/images/styles/teaser/s3/2020-11/67466%252Fprofile-galery%252Fprofile-picture%252FLEWIS_BEVON_06-08.png?h=a30e7339&itok=_7o_CML9
John Lewis,No Image
Malik Lewis,https://ufc.com/images/styles/teaser/s3/2023-02/LEWIS_MALIK.png?h=a30e7339&itok=ElaW55Bx
Brandon Lewis,https://ufc.com/images/styles/teaser/s3/2021-09/71786%252Fprofile-galery%252Fprofile-picture%252FLEWIS_BRANDON.png?h=a30e7339&itok=VR6Eg72p
Derrick Lewis,https://ufc.com/images/styles/teaser/s3/2025-01/5/LEWIS_DERRICK_11-02.png?h=a30e7339&itok=bNzdeKXO
Chi Lewis-Parry,/themes/custom/ufc/assets/img/no-profile-image.png
Liang Na,https://ufc.com/images/styles/teaser/s3/2024-04/LIANG_NA_04-27.png?h=a30e7339&itok=qeC6WFeM
Jess Liaudin,No Image
Chuck Liddell,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Chuck_Lidell/Chuck_Lidell_500x325.png?VersionId=nLqsY0sVMPznXed6UxuG73n0A4mEkcku&itok=bdxoy5Ku
Rodrigo Lidio,https://ufc.com/images/styles/teaser/s3/2022-08/LIDIO_RODRIGO.png?h=a30e7339&itok=EYXEU-2R
Zach Light,No Image
Chris Ligouri,No Image
Hyun Gyu Lim,https://ufc.com/images/styles/teaser/s3/2022-03/448021ac-2ff2-47e0-8eb5-9869ceff44cd%252FHyunGyuLim_Headshot.png?h=a6dfc888&itok=xQ1ggdaG
Mabelly Lima,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Shadow/UFCWomen_Headshot.png?VersionId=TTjsioDQ_5V3k4NrWogFPgp1c_aYSYdv&itok=emI7LYhC
Felipe Lima,https://ufc.com/images/styles/teaser/s3/2024-12/LIMA_FELIPE_12-14.png?h=a30e7339&itok=n3cbLXES
Juliana Lima,https://ufc.com/images/styles/teaser/s3/2020-03/JuliannaLima_Headshot.png?VersionId=xx0dl2Blywm73jHBuh2Y9Zqv6dpy6meN&itok=lAxRM0OU
Dhiego Lima,https://ufc.com/images/styles/teaser/s3/2021-06/67817%252Fprofile-galery%252Fprofile-picture%252FLIMA_DHIEGO_06_19.png?h=a30e7339&itok=8JOqqcbA
Andre Lima,https://ufc.com/images/styles/teaser/s3/2025-03/LIMA_ANDRE_03-15.png?h=a30e7339&itok=w3zwPfHM
Matt Lindland,https://ufc.com/images/styles/teaser/s3/image/fighter_images/ComingSoon/comingsoon_headshot_odopod.png?VersionId=6Lx8ImOpYf0wBYQKs_FGYIkuSIfTN0f0&itok=lpP4ueQl
Jake Lindsey,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Jake_Lindsey/JakeLindsey_Headshot.png?VersionId=ybDKsyVSnNCi2bDQfgLiYHfTJzSp4Qx2&itok=u6L6HCFr
John Lineker,https://ufc.com/images/styles/teaser/s3/image/fighter_images/John_Lineker/LINEKER_JOHN.png?VersionId=MRxlNLUMnXTZVt1Vf7Sie1v_9VCmy4vN&itok=jwX2oJ_1
Austin Lingo,https://ufc.com/images/styles/teaser/s3/2023-07/LINGO_AUSTIN_07-15.png?h=a30e7339&itok=esXZcK2l
Lucio Linhares,No Image
Philipe Lins,https://ufc.com/images/styles/teaser/s3/2022-09/LINS_PHILIPE_10-01.png?h=a30e7339&itok=rfXhW5eq
Zhang Lipeng,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Zhang_Li_Peng/Zhang_Li_Peng_Headshot.png?VersionId=S5DRLYZIqPMwloBshG2NtehncojoaChn&itok=Hc9G9xui
Tainara Lisboa,https://ufc.com/images/styles/teaser/s3/2023-05/LISBOA_TAINARA_05-13.png?h=a30e7339&itok=QbuKKpQR
Dean Lister,No Image
Pingyuan Liu,https://ufc.com/images/styles/teaser/s3/2020-03/PINGYUAN_LIU.png?VersionId=0OQXBiGKE5kTuabDGUzM23uap1tUuua5&itok=1X4dXFZS
James Llontop,https://ufc.com/images/styles/teaser/s3/2025-01/3/LLONTOP_JAMES_11-16.png?h=a30e7339&itok=4jd7xLe2
Abner Lloveras,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Abner_Lloveras/LLOVERAS_ABNER.png?VersionId=FGHEmkZUL3LApfo9KkWY79x6EYr6vlDh&itok=i3azL3qN
John Lober,No Image
Artem Lobov,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Artem_Lobov/LOBOV_ARTEM.png?VersionId=6A6WvfGJ3BXgPqkMpwnGB7c4xY8LzXHL&itok=19gWmDi8
Dylan Lockard,https://ufc.com/images/styles/teaser/s3/2022-03/94e0330a-76e7-4fc3-ad3a-590ac0b93b23%252FLOCKARD_DYLAN.png?h=a30e7339&itok=U_zU_kyN
Ryan Loder,https://ufc.com/images/styles/teaser/s3/2024-08/LODER_RYAN_08-24.png?h=a30e7339&itok=TWEVFJyZ
Sean Loeffler,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Sean_Loeffier/Sean_Loffier-headshot.png?VersionId=cWGyE5NWUoi3QK6se4wPwXFkxtHwLdFQ&itok=TxPq-Pfq
Christian Lohsen,https://ufc.com/images/styles/teaser/s3/2022-03/a26d0486-86da-46de-bd53-75ce3e2d27fc%252FLOHSEN_CHRISTIAN.png?h=a30e7339&itok=2el1Rqmy
David Loiseau,No Image
Hector Lombard,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Hector_Lombard/LOMBARD_HECTOR.png?itok=5lmiN-ic
Michael Lombardo,https://ufc.com/images/styles/teaser/s3/2022-03/370b9b4c-571e-447f-8563-3aae365bff4a%252FLOMBARDO_MICHAEL_cs.png?h=a30e7339&itok=3QtfiGsM
Xiao Long,https://ufc.com/images/styles/teaser/s3/2024-11/LONG_XIAO_11-23.png?h=a30e7339&itok=whqTrM8H
Loma Lookboonmee,https://ufc.com/images/styles/teaser/s3/2025-04/LOOKBOONMEE_LOMA_04-05.png?h=a30e7339&itok=_j_TzmU6
Ange Loosa,https://ufc.com/images/styles/teaser/s3/2024-07/LOOSA_ANGE_07-13.png?h=a30e7339&itok=48lgIoGf
Dileno Lopes,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Dileno_Lopes/LOPES_DILENO.png?VersionId=UnKY3e7g9ZpR4zYF4dwg7teM.FIjoGuN&itok=c2eQsezh
Bruno Lopes,https://ufc.com/images/styles/teaser/s3/2025-01/12/LOPES_BRUNO_01-11.png?h=a30e7339&itok=rZbQDMsF
Diego Lopes,https://ufc.com/images/styles/teaser/s3/2025-04/LOPES_DIEGO_04-12.png?h=a30e7339&itok=50231j-z
Matthew Lopez,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Matthew_Lopez/LOPEZ_MATT.png?VersionId=.Z6H3QWSamj5vi7f1N3no4HGHMjO0MTX&itok=-3GW6IaB
Jorge Lopez,https://ufc.com/images/styles/teaser/s3/image/fighter_images/Jorge_Lopez/Jorge_Lopez_Headshot.png?VersionId=QkwW3vZKkWUzGrqAP6hwLEKXAvrkkS0O&itok=8vcNJy4i
Benito Lopez,https://ufc.com/images/styles/teaser/s3/2022-11/LOPEZ_BENITO_11-05.png?h=a30e7339&itok=Z7t4HYIC
Steve Lopez,No Image
